cycle,e_sweep,e_obs,attr_std,trans_std,e_alt,attr_r1,r1_disagree,trans_r1,pop_xor,attr_r2,r2_disagree,trans_r2,e_lag,attr_r3,r3_disagree,trans_r3,e_r4,attr_r4,r4_disagree,trans_r4,rot_k,epoch_mask
4679,8,7,4,0,29,4,0,0,6,4,0,0,6,4,0,0,31,4,0,1,5,6772
4680,9,8,4,0,37,4,0,0,4,4,0,0,7,4,0,0,33,4,0,0,5,6772
4681,10,9,4,0,33,4,0,0,8,4,0,0,8,4,0,0,5,4,0,0,5,6772
4682,11,10,4,0,47,4,0,0,8,4,0,0,9,4,0,0,61,2,1,1,5,6772
4683,12,11,4,0,41,4,0,0,5,4,0,0,10,4,0,0,12,4,0,1,5,6772
4684,13,12,4,0,54,2,1,1,9,4,0,0,11,4,0,0,46,4,0,0,5,6772
4685,14,13,4,0,51,2,1,0,7,4,0,0,12,4,0,0,2,4,0,0,5,6772
4686,15,14,4,0,61,2,1,0,11,4,0,0,13,4,0,0,59,2,1,1,5,6772
4687,16,16,4,0,8,4,0,1,6,4,0,0,14,4,0,0,39,4,0,1,8,2515
4688,17,16,4,0,11,4,0,0,5,4,0,0,16,4,0,0,7,4,0,0,8,2515
4689,18,17,4,0,14,4,0,0,7,4,0,0,16,4,0,0,3,4,0,0,8,2515
4690,19,18,4,0,1,4,0,0,5,4,0,0,17,4,0,0,15,4,0,0,8,2515
4691,20,19,4,0,5,4,0,0,8,4,0,0,18,4,0,0,19,4,0,0,8,2515
4692,21,20,4,0,27,4,0,0,7,4,0,0,19,4,0,0,47,4,0,0,8,2515
4693,22,21,4,0,31,4,0,0,7,4,0,0,20,4,0,0,23,4,0,0,8,2515
4694,23,22,4,0,16,4,0,0,7,4,0,0,21,4,0,0,35,4,0,0,8,2515
4695,24,23,4,0,22,4,0,0,6,4,0,0,22,4,0,0,15,4,0,0,8,2515
4696,25,24,4,0,46,4,0,0,4,4,0,0,23,4,0,0,23,4,0,0,8,2515
4697,26,25,4,0,41,4,0,0,4,4,0,0,24,4,0,0,39,4,0,0,8,2515
4698,27,26,4,0,36,4,0,0,8,4,0,0,25,4,0,0,7,4,0,0,8,2515
4699,28,27,4,0,35,4,0,0,4,4,0,0,26,4,0,0,3,4,0,0,8,2515
4700,29,28,4,0,62,2,1,1,7,4,0,0,27,4,0,0,15,4,0,0,8,2515
4701,30,29,4,0,58,2,1,0,9,4,0,0,28,4,0,0,23,4,0,0,8,2515
4702,31,30,4,0,54,2,1,0,11,4,0,0,29,4,0,0,39,4,0,0,8,2515
4703,32,31,4,0,50,2,1,0,6,4,0,0,30,4,0,0,58,2,1,1,11,1870
4704,33,32,4,0,18,4,0,1,3,4,0,0,31,4,0,0,53,2,1,0,11,1870
4705,34,33,4,0,20,4,0,0,8,4,0,0,32,4,0,0,53,2,1,0,11,1870
4706,35,34,4,0,24,4,0,0,8,4,0,0,33,4,0,0,21,4,0,1,11,1870
4707,36,35,4,0,31,4,0,0,6,4,0,0,34,4,0,0,21,4,0,0,11,1870
4708,37,37,4,0,6,4,0,0,3,4,0,0,35,4,0,0,20,4,0,0,11,1870
4709,38,37,4,0,5,4,0,0,9,4,0,0,37,4,0,0,20,4,0,0,11,1870
4710,39,38,4,0,9,4,0,0,10,4,0,0,37,4,0,0,20,4,0,0,11,1870
4711,40,39,4,0,14,4,0,0,4,4,0,0,38,4,0,0,20,4,0,0,11,1870
4712,41,40,4,0,53,2,1,1,4,4,0,0,39,4,0,0,55,2,1,1,11,1870
4713,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,55,2,1,0,11,1870
4714,43,42,4,0,61,2,1,0,8,4,0,0,41,4,0,0,55,2,1,0,11,1870
4715,44,43,4,0,56,2,1,0,9,4,0,0,42,4,0,0,23,4,0,1,11,1870
4716,45,44,4,0,36,4,0,1,8,4,0,0,43,4,0,0,22,4,0,0,11,1870
4717,46,46,4,0,47,4,0,0,7,4,0,0,44,4,0,0,22,4,0,0,11,1870
4718,47,46,4,0,44,4,0,0,11,4,0,0,46,4,0,0,22,4,0,0,11,1870
4719,48,47,4,0,41,4,0,0,7,4,0,0,46,4,0,0,43,4,0,0,1,7482
4720,49,48,4,0,24,4,0,0,3,4,0,0,47,4,0,0,20,4,0,0,1,7482
4721,50,49,4,0,28,4,0,0,6,4,0,0,48,4,0,0,22,4,0,0,1,7482
4722,51,50,2,1,16,4,1,0,7,4,1,0,49,4,1,0,16,4,1,0,1,7482
4723,52,51,2,0,23,4,1,0,7,4,1,0,50,2,0,1,19,4,1,0,1,7482
4724,53,52,2,0,9,4,1,0,4,4,1,0,51,2,0,0,29,4,1,0,1,7482
4725,54,53,2,0,13,4,1,0,5,4,1,0,52,2,0,0,31,4,1,0,1,7482
4726,55,54,2,0,1,4,1,0,8,4,1,0,53,2,0,0,25,4,1,0,1,7482
4727,56,55,2,0,4,4,1,0,7,4,1,0,54,2,0,0,27,4,1,0,1,7482
4728,57,56,2,0,62,2,0,1,7,4,1,0,55,2,0,0,5,4,1,0,1,7482
4729,58,57,2,0,56,2,0,0,7,4,1,0,56,2,0,0,6,4,1,0,1,7482
4730,59,58,2,0,53,2,0,0,6,4,1,0,57,2,0,0,0,1,1,1,1,7482
4731,60,59,2,0,49,4,1,1,7,4,1,0,58,2,0,0,2,4,1,1,1,7482
4732,61,60,2,0,47,4,1,0,9,4,1,0,59,2,0,0,12,4,1,0,1,7482
4733,62,61,2,0,43,4,1,0,8,4,1,0,60,2,0,0,14,4,1,0,1,7482
4734,63,62,2,0,36,4,1,0,10,4,1,0,61,2,0,0,9,4,1,0,1,7482
4735,0,63,3,1,33,4,1,0,8,4,1,0,62,2,1,0,42,4,1,0,4,5353
4736,1,1,4,1,4,4,0,0,0,1,1,1,63,3,1,1,3,4,0,0,4,5353
4737,2,1,4,0,7,4,0,0,2,4,0,1,1,4,0,1,13,4,0,0,4,5353
4738,3,2,4,0,11,4,0,0,5,4,0,0,1,4,0,0,56,2,1,1,4,5353
4739,4,3,4,0,12,4,0,0,5,4,0,0,2,4,0,0,38,4,0,1,4,5353
4740,5,4,4,0,16,4,0,0,6,4,0,0,3,4,0,0,26,4,0,0,4,5353
4741,6,6,4,0,27,4,0,0,5,4,0,0,4,4,0,0,51,2,1,1,4,5353
4742,7,7,4,0,31,4,0,0,9,4,0,0,6,4,0,0,35,4,0,1,4,5353
4743,8,8,4,0,36,4,0,0,7,4,0,0,7,4,0,0,19,4,0,0,4,5353
4744,9,8,4,0,39,4,0,0,7,4,0,0,8,4,0,0,29,4,0,0,4,5353
4745,10,9,4,0,34,4,0,0,8,4,0,0,8,4,0,0,9,4,0,0,4,5353
4746,11,10,4,0,45,4,0,0,6,4,0,0,9,4,0,0,49,4,0,0,4,5353
4747,12,11,4,0,41,4,0,0,4,4,0,0,10,4,0,0,32,4,0,0,4,5353
4748,13,12,4,0,55,2,1,1,7,4,0,0,11,4,0,0,23,4,0,0,4,5353
4749,14,13,4,0,51,2,1,0,6,4,0,0,12,4,0,0,4,4,0,0,4,5353
4750,15,14,4,0,60,2,1,0,9,4,0,0,13,4,0,0,63,3,1,1,4,5353
4751,16,15,4,0,58,2,1,0,7,4,0,0,14,4,0,0,48,4,0,1,7,5031
4752,17,16,4,0,11,4,0,1,5,4,0,0,15,4,0,0,32,4,0,0,7,5031
4753,18,17,4,0,14,4,0,0,6,4,0,0,16,4,0,0,0,1,1,1,7,5031
4754,19,19,4,0,5,4,0,0,5,4,0,0,17,4,0,0,8,4,0,1,7,5031
4755,20,20,4,0,26,4,0,0,6,4,0,0,19,4,0,0,10,4,0,0,7,5031
4756,21,21,4,0,30,4,0,0,7,4,0,0,20,4,0,0,12,4,0,0,7,5031
4757,22,21,4,0,29,4,0,0,7,4,0,0,21,4,0,0,54,2,1,1,7,5031
4758,23,22,4,0,16,4,0,0,6,4,0,0,21,4,0,0,46,4,0,1,7,5031
4759,24,23,4,0,22,4,0,0,6,4,0,0,22,4,0,0,60,2,1,1,7,5031
4760,25,24,4,0,46,4,0,0,6,4,0,0,23,4,0,0,26,4,0,1,7,5031
4761,26,25,4,0,40,4,0,0,7,4,0,0,24,4,0,0,20,4,0,0,7,5031
4762,27,26,4,0,36,4,0,0,7,4,0,0,25,4,0,0,42,4,0,0,7,5031
4763,28,27,4,0,32,4,0,0,6,4,0,0,26,4,0,0,54,2,1,1,7,5031
4764,29,28,4,0,61,2,1,1,6,4,0,0,27,4,0,0,44,4,0,1,7,5031
4765,30,29,4,0,59,2,1,0,8,4,0,0,28,4,0,0,56,2,1,1,7,5031
4766,31,30,4,0,53,2,1,0,6,4,0,0,29,4,0,0,18,4,0,1,7,5031
4767,32,31,4,0,50,2,1,0,6,4,0,0,30,4,0,0,57,2,1,1,10,3741
4768,33,32,4,0,18,4,0,1,3,4,0,0,31,4,0,0,62,2,1,0,10,3741
4769,34,33,4,0,23,4,0,0,6,4,0,0,32,4,0,0,62,2,1,0,10,3741
4770,35,34,4,0,27,4,0,0,5,4,0,0,33,4,0,0,46,4,0,1,10,3741
4771,36,35,4,0,29,4,0,0,6,4,0,0,34,4,0,0,14,4,0,0,10,3741
4772,37,36,4,0,2,4,0,0,5,4,0,0,35,4,0,0,30,4,0,0,10,3741
4773,38,37,4,0,7,4,0,0,7,4,0,0,36,4,0,0,46,4,0,0,10,3741
4774,39,38,4,0,9,4,0,0,10,4,0,0,37,4,0,0,14,4,0,0,10,3741
4775,40,39,4,0,12,4,0,0,4,4,0,0,38,4,0,0,14,4,0,0,10,3741
4776,41,40,4,0,55,2,1,1,9,4,0,0,39,4,0,0,15,4,0,0,10,3741
4777,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,31,4,0,0,10,3741
4778,43,43,4,0,57,2,1,0,4,4,0,0,41,4,0,0,31,4,0,0,10,3741
4779,44,44,4,0,38,4,0,1,6,4,0,0,43,4,0,0,63,3,1,1,10,3741
4780,45,44,4,0,37,4,0,0,8,4,0,0,44,4,0,0,15,4,0,1,10,3741
4781,46,45,4,0,32,4,0,0,5,4,0,0,44,4,0,0,31,4,0,0,10,3741
4782,47,46,4,0,46,4,0,0,8,4,0,0,45,4,0,0,47,4,0,0,10,3741
4783,48,47,4,0,41,4,0,0,4,4,0,0,46,4,0,0,6,4,0,0,0,6772
4784,49,48,4,0,27,4,0,0,5,4,0,0,47,4,0,0,25,4,0,0,0,6772
4785,50,49,4,0,31,4,0,0,10,4,0,0,48,4,0,0,24,4,0,0,0,6772
4786,51,50,2,1,19,4,1,0,5,4,1,0,49,4,1,0,27,4,1,0,0,6772
4787,52,52,2,0,10,4,1,0,8,4,1,0,50,2,0,1,29,4,1,0,0,6772
4788,53,52,2,0,9,4,1,0,6,4,1,0,52,2,0,0,29,4,1,0,0,6772
4789,54,53,2,0,13,4,1,0,6,4,1,0,52,2,0,0,28,4,1,0,0,6772
4790,55,54,2,0,2,4,1,0,8,4,1,0,53,2,0,0,31,4,1,0,0,6772
4791,56,55,2,0,5,4,1,0,6,4,1,0,54,2,0,0,30,4,1,0,0,6772
4792,57,56,2,0,61,2,0,1,7,4,1,0,55,2,0,0,17,4,1,0,0,6772
4793,58,57,2,0,58,2,0,0,5,4,1,0,56,2,0,0,16,4,1,0,0,6772
4794,59,58,2,0,54,2,0,0,7,4,1,0,57,2,0,0,19,4,1,0,0,6772
4795,60,59,2,0,51,2,0,0,7,4,1,0,58,2,0,0,18,4,1,0,0,6772
4796,61,60,2,0,47,4,1,1,4,4,1,0,59,2,0,0,21,4,1,0,0,6772
4797,62,61,2,0,43,4,1,0,8,4,1,0,60,2,0,0,20,4,1,0,0,6772
4798,63,62,2,0,36,4,1,0,8,4,1,0,61,2,0,0,23,4,1,0,0,6772
4799,0,63,3,1,33,4,1,0,8,4,1,0,62,2,1,0,27,4,1,0,3,2515
4800,1,1,4,1,4,4,0,0,0,1,1,1,63,3,1,1,47,4,0,0,3,2515
4801,2,1,4,0,7,4,0,0,2,4,0,1,1,4,0,1,40,4,0,0,3,2515
4802,3,2,4,0,11,4,0,0,6,4,0,0,1,4,0,0,50,2,1,1,3,2515
4803,4,3,4,0,12,4,0,0,6,4,0,0,2,4,0,0,61,2,1,0,3,2515
4804,5,4,4,0,16,4,0,0,7,4,0,0,3,4,0,0,3,4,0,1,3,2515
4805,6,5,4,0,21,4,0,0,8,4,0,0,4,4,0,0,8,4,0,0,3,2515
4806,7,6,4,0,25,4,0,0,6,4,0,0,5,4,0,0,18,4,0,0,3,2515
4807,8,7,4,0,31,4,0,0,4,4,0,0,6,4,0,0,30,4,0,0,3,2515
4808,9,8,4,0,37,4,0,0,7,4,0,0,7,4,0,0,37,4,0,0,3,2515
4809,10,9,4,0,34,4,0,0,7,4,0,0,8,4,0,0,43,4,0,0,3,2515
4810,11,10,4,0,46,4,0,0,6,4,0,0,9,4,0,0,48,4,0,0,3,2515
4811,12,11,4,0,43,4,0,0,4,4,0,0,10,4,0,0,58,2,1,1,3,2515
4812,13,12,4,0,55,2,1,1,9,4,0,0,11,4,0,0,5,4,0,1,3,2515
4813,14,13,4,0,51,2,1,0,7,4,0,0,12,4,0,0,12,4,0,0,3,2515
4814,15,14,4,0,60,2,1,0,9,4,0,0,13,4,0,0,17,4,0,0,3,2515
4815,16,15,4,0,58,2,1,0,8,4,0,0,14,4,0,0,4,4,0,0,6,1870
4816,17,16,4,0,10,4,0,1,4,4,0,0,15,4,0,0,55,2,1,1,6,1870
4817,18,17,4,0,12,4,0,0,5,4,0,0,16,4,0,0,17,4,0,1,6,1870
4818,19,18,4,0,0,1,1,1,7,4,0,0,17,4,0,0,12,4,0,0,6,1870
4819,20,19,4,0,4,4,0,1,7,4,0,0,18,4,0,0,7,4,0,0,6,1870
4820,21,20,4,0,24,4,0,0,5,4,0,0,19,4,0,0,49,4,0,0,6,1870
4821,22,21,4,0,31,4,0,0,6,4,0,0,20,4,0,0,12,4,0,0,6,1870
4822,23,22,4,0,18,4,0,0,5,4,0,0,21,4,0,0,6,4,0,0,6,1870
4823,24,23,4,0,21,4,0,0,7,4,0,0,22,4,0,0,50,2,1,1,6,1870
4824,25,24,4,0,45,4,0,0,6,4,0,0,23,4,0,0,10,4,0,1,6,1870
4825,26,25,4,0,42,4,0,0,5,4,0,0,24,4,0,0,59,2,1,1,6,1870
4826,27,27,4,0,33,4,0,0,8,4,0,0,25,4,0,0,31,4,0,1,6,1870
4827,28,28,4,0,62,2,1,1,6,4,0,0,27,4,0,0,28,4,0,0,6,1870
4828,29,28,4,0,61,2,1,0,9,4,0,0,28,4,0,0,34,4,0,0,6,1870
4829,30,29,4,0,57,2,1,0,6,4,0,0,28,4,0,0,43,4,0,0,6,1870
4830,31,30,4,0,53,2,1,0,9,4,0,0,29,4,0,0,57,2,1,1,6,1870
4831,32,32,4,0,16,4,0,1,6,4,0,0,30,4,0,0,54,2,1,0,9,7482
4832,33,32,4,0,19,4,0,0,4,4,0,0,32,4,0,0,54,2,1,0,9,7482
4833,34,33,4,0,22,4,0,0,9,4,0,0,32,4,0,0,62,2,1,0,9,7482
4834,35,34,4,0,25,4,0,0,4,4,0,0,33,4,0,0,46,4,0,1,9,7482
4835,36,35,4,0,29,4,0,0,4,4,0,0,34,4,0,0,14,4,0,0,9,7482
4836,37,36,4,0,3,4,0,0,5,4,0,0,35,4,0,0,6,4,0,0,9,7482
4837,38,37,4,0,4,4,0,0,7,4,0,0,36,4,0,0,22,4,0,0,9,7482
4838,39,39,4,0,15,4,0,0,7,4,0,0,37,4,0,0,54,2,1,1,9,7482
4839,40,39,4,0,12,4,0,0,4,4,0,0,39,4,0,0,46,4,0,1,9,7482
4840,41,40,4,0,54,2,1,1,8,4,0,0,39,4,0,0,14,4,0,0,9,7482
4841,42,41,4,0,49,4,0,1,9,4,0,0,40,4,0,0,6,4,0,0,9,7482
4842,43,42,4,0,63,3,1,1,4,4,0,0,41,4,0,0,22,4,0,0,9,7482
4843,44,44,4,0,38,4,0,1,6,4,0,0,42,4,0,0,54,2,1,1,9,7482
4844,45,44,4,0,37,4,0,0,6,4,0,0,44,4,0,0,38,4,0,1,9,7482
4845,46,45,4,0,32,4,0,0,5,4,0,0,44,4,0,0,30,4,0,0,9,7482
4846,47,46,4,0,46,4,0,0,10,4,0,0,45,4,0,0,38,4,0,0,9,7482
4847,48,47,4,0,42,4,0,0,6,4,0,0,46,4,0,0,4,4,0,0,12,5353
4848,49,48,4,0,27,4,0,0,5,4,0,0,47,4,0,0,11,4,0,0,12,5353
4849,50,49,4,0,29,4,0,0,6,4,0,0,48,4,0,0,11,4,0,0,12,5353
4850,51,50,2,1,19,4,1,0,6,4,1,0,49,4,1,0,10,4,1,0,12,5353
4851,52,51,2,0,21,4,1,0,9,4,1,0,50,2,0,1,10,4,1,0,12,5353
4852,53,52,2,0,11,4,1,0,7,4,1,0,51,2,0,0,9,4,1,0,12,5353
4853,54,53,2,0,15,4,1,0,5,4,1,0,52,2,0,0,9,4,1,0,12,5353
4854,55,54,2,0,0,1,1,1,6,4,1,0,53,2,0,0,8,4,1,0,12,5353
4855,56,55,2,0,6,4,1,1,3,4,1,0,54,2,0,0,8,4,1,0,12,5353
4856,57,56,2,0,62,2,0,1,7,4,1,0,55,2,0,0,15,4,1,0,12,5353
4857,58,57,2,0,57,2,0,0,6,4,1,0,56,2,0,0,15,4,1,0,12,5353
4858,59,58,2,0,55,2,0,0,10,4,1,0,57,2,0,0,14,4,1,0,12,5353
4859,60,60,2,0,46,4,1,1,6,4,1,0,58,2,0,0,13,4,1,0,12,5353
4860,61,61,2,0,42,4,1,0,12,2,0,1,60,2,0,0,13,4,1,0,12,5353
4861,62,62,2,0,39,4,1,0,10,4,1,1,61,2,0,0,12,4,1,0,12,5353
4862,63,62,2,0,36,4,1,0,6,4,1,0,62,2,0,0,12,4,1,0,12,5353
4863,0,63,3,1,32,4,1,0,10,4,1,0,62,2,1,0,49,4,1,0,2,5031
4864,1,0,1,1,2,4,1,0,0,1,0,1,63,3,1,1,12,4,1,0,2,5031
4865,2,1,4,1,7,4,0,0,6,4,0,1,0,1,1,1,9,4,0,0,2,5031
4866,3,2,4,0,10,4,0,0,7,4,0,0,1,4,0,1,5,4,0,0,2,5031
4867,4,3,4,0,15,4,0,0,6,4,0,0,2,4,0,0,0,1,1,1,2,5031
4868,5,5,4,0,22,4,0,0,3,4,0,0,3,4,0,0,26,4,0,1,2,5031
4869,6,6,4,0,27,4,0,0,4,4,0,0,5,4,0,0,22,4,0,0,2,5031
4870,7,7,4,0,31,4,0,0,5,4,0,0,6,4,0,0,18,4,0,0,2,5031
4871,8,8,4,0,36,4,0,0,8,4,0,0,7,4,0,0,46,4,0,0,2,5031
4872,9,9,4,0,32,4,0,0,5,4,0,0,8,4,0,0,42,4,0,0,2,5031
4873,10,10,4,0,45,4,0,0,7,4,0,0,9,4,0,0,38,4,0,0,2,5031
4874,11,10,4,0,46,4,0,0,9,4,0,0,10,4,0,0,37,4,0,0,2,5031
4875,12,11,4,0,42,4,0,0,7,4,0,0,10,4,0,0,33,4,0,0,2,5031
4876,13,12,4,0,55,2,1,1,7,4,0,0,11,4,0,0,63,3,1,1,2,5031
4877,14,13,4,0,48,4,0,1,7,4,0,0,12,4,0,0,56,2,1,1,2,5031
4878,15,14,4,0,63,3,1,1,8,4,0,0,13,4,0,0,54,2,1,0,2,5031
4879,16,15,4,0,58,2,1,1,7,4,0,0,14,4,0,0,19,4,0,1,5,3741
4880,17,16,4,0,9,4,0,1,4,4,0,0,15,4,0,0,52,2,1,1,5,3741
4881,18,17,4,0,15,4,0,0,8,4,0,0,16,4,0,0,2,4,0,1,5,3741
4882,19,18,4,0,0,1,1,1,8,4,0,0,17,4,0,0,54,2,1,1,5,3741
4883,20,19,4,0,7,4,0,1,8,4,0,0,18,4,0,0,15,4,0,1,5,3741
4884,21,20,4,0,26,4,0,0,7,4,0,0,19,4,0,0,60,2,1,1,5,3741
4885,22,21,4,0,31,4,0,0,6,4,0,0,20,4,0,0,18,4,0,1,5,3741
4886,23,22,4,0,18,4,0,0,6,4,0,0,21,4,0,0,54,2,1,1,5,3741
4887,24,23,4,0,21,4,0,0,5,4,0,0,22,4,0,0,14,4,0,1,5,3741
4888,25,24,4,0,44,4,0,0,7,4,0,0,23,4,0,0,63,3,1,1,5,3741
4889,26,25,4,0,40,4,0,0,6,4,0,0,24,4,0,0,29,4,0,1,5,3741
4890,27,26,4,0,36,4,0,0,7,4,0,0,25,4,0,0,48,4,0,0,5,3741
4891,28,27,4,0,35,4,0,0,5,4,0,0,26,4,0,0,11,4,0,0,5,3741
4892,29,28,4,0,61,2,1,1,6,4,0,0,27,4,0,0,37,4,0,0,5,3741
4893,30,29,4,0,57,2,1,0,8,4,0,0,28,4,0,0,0,1,1,1,5,3741
4894,31,30,4,0,53,2,1,0,8,4,0,0,29,4,0,0,43,4,0,1,5,3741
4895,32,31,4,0,48,4,0,1,5,4,0,0,30,4,0,0,21,4,0,0,8,6772
4896,33,32,4,0,19,4,0,0,4,4,0,0,31,4,0,0,52,2,1,1,8,6772
4897,34,33,4,0,22,4,0,0,7,4,0,0,32,4,0,0,48,4,0,1,8,6772
4898,35,35,4,0,29,4,0,0,5,4,0,0,33,4,0,0,32,4,0,0,8,6772
4899,36,36,4,0,2,4,0,0,6,4,0,0,35,4,0,0,40,4,0,0,8,6772
4900,37,36,4,0,1,4,0,0,7,4,0,0,36,4,0,0,4,4,0,0,8,6772
4901,38,37,4,0,4,4,0,0,10,4,0,0,36,4,0,0,20,4,0,0,8,6772
4902,39,38,4,0,10,4,0,0,6,4,0,0,37,4,0,0,48,4,0,0,8,6772
4903,40,39,4,0,13,4,0,0,4,4,0,0,38,4,0,0,56,2,1,1,8,6772
4904,41,41,4,0,48,4,0,0,7,4,0,0,39,4,0,0,40,4,0,1,8,6772
4905,42,41,4,0,51,2,1,1,4,4,0,0,41,4,0,0,8,4,0,0,8,6772
4906,43,42,4,0,63,3,1,1,7,4,0,0,41,4,0,0,12,4,0,0,8,6772
4907,44,43,4,0,57,2,1,1,7,4,0,0,42,4,0,0,0,1,1,1,8,6772
4908,45,44,4,0,38,4,0,1,8,4,0,0,43,4,0,0,24,4,0,1,8,6772
4909,46,45,4,0,35,4,0,0,6,4,0,0,44,4,0,0,44,4,0,0,8,6772
4910,47,46,4,0,46,4,0,0,8,4,0,0,45,4,0,0,4,4,0,0,8,6772
4911,48,47,4,0,41,4,0,0,6,4,0,0,46,4,0,0,44,4,0,0,11,2515
4912,49,48,4,0,25,4,0,0,6,4,0,0,47,4,0,0,11,4,0,0,11,2515
4913,50,49,4,0,30,4,0,0,6,4,0,0,48,4,0,0,43,4,0,0,11,2515
4914,51,50,2,1,18,4,1,0,5,4,1,0,49,4,1,0,43,4,1,0,11,2515
4915,52,51,2,0,22,4,1,0,8,4,1,0,50,2,0,1,43,4,1,0,11,2515
4916,53,52,2,0,11,4,1,0,8,4,1,0,51,2,0,0,10,4,1,0,11,2515
4917,54,53,2,0,12,4,1,0,4,4,1,0,52,2,0,0,42,4,1,0,11,2515
4918,55,54,2,0,3,4,1,0,8,4,1,0,53,2,0,0,42,4,1,0,11,2515
4919,56,55,2,0,6,4,1,0,5,4,1,0,54,2,0,0,10,4,1,0,11,2515
4920,57,56,2,0,61,2,0,1,9,4,1,0,55,2,0,0,41,4,1,0,11,2515
4921,58,57,2,0,58,2,0,0,2,4,1,0,56,2,0,0,9,4,1,0,11,2515
4922,59,58,2,0,52,2,0,0,7,4,1,0,57,2,0,0,41,4,1,0,11,2515
4923,60,59,2,0,48,4,1,1,6,4,1,0,58,2,0,0,9,4,1,0,11,2515
4924,61,60,2,0,45,4,1,0,9,4,1,0,59,2,0,0,8,4,1,0,11,2515
4925,62,61,2,0,43,4,1,0,6,4,1,0,60,2,0,0,40,4,1,0,11,2515
4926,63,62,2,0,36,4,1,0,9,4,1,0,61,2,0,0,40,4,1,0,11,2515
4927,0,63,3,1,33,4,1,0,8,4,1,0,62,2,1,0,34,4,1,0,1,1870
4928,1,0,1,1,3,4,1,0,0,1,0,1,63,3,1,1,28,4,1,0,1,1870
4929,2,1,4,1,6,4,0,0,4,4,0,1,0,1,1,1,30,4,0,0,1,1870
4930,3,2,4,0,8,4,0,0,6,4,0,0,1,4,0,1,25,4,0,0,1,1870
4931,4,3,4,0,15,4,0,0,3,4,0,0,2,4,0,0,26,4,0,0,1,1870
4932,5,5,4,0,22,4,0,0,3,4,0,0,3,4,0,0,23,4,0,0,1,1870
4933,6,5,4,0,21,4,0,0,5,4,0,0,5,4,0,0,22,4,0,0,1,1870
4934,7,6,4,0,25,4,0,0,6,4,0,0,5,4,0,0,16,4,0,0,1,1870
4935,8,7,4,0,30,4,0,0,8,4,0,0,6,4,0,0,19,4,0,0,1,1870
4936,9,8,4,0,38,4,0,0,5,4,0,0,7,4,0,0,12,4,0,0,1,1870
4937,10,9,4,0,35,4,0,0,10,4,0,0,8,4,0,0,14,4,0,0,1,1870
4938,11,10,4,0,46,4,0,0,5,4,0,0,9,4,0,0,8,4,0,0,1,1870
4939,12,11,4,0,43,4,0,0,6,4,0,0,10,4,0,0,10,4,0,0,1,1870
4940,13,13,4,0,50,2,1,1,8,4,0,0,11,4,0,0,7,4,0,0,1,1870
4941,14,13,4,0,49,4,0,1,5,4,0,0,13,4,0,0,6,4,0,0,1,1870
4942,15,14,4,0,61,2,1,1,7,4,0,0,13,4,0,0,0,1,1,1,1,1870
4943,16,15,4,0,58,2,1,0,3,4,0,0,14,4,0,0,0,1,1,0,4,7482
4944,17,16,4,0,9,4,0,1,6,4,0,0,15,4,0,0,50,2,1,1,4,7482
4945,18,17,4,0,14,4,0,0,8,4,0,0,16,4,0,0,47,4,0,1,4,7482
4946,19,18,4,0,0,1,1,1,8,4,0,0,17,4,0,0,16,4,0,0,4,7482
4947,20,19,4,0,4,4,0,1,6,4,0,0,18,4,0,0,2,4,0,0,4,7482
4948,21,20,4,0,24,4,0,0,8,4,0,0,19,4,0,0,63,3,1,1,4,7482
4949,22,21,4,0,31,4,0,0,5,4,0,0,20,4,0,0,32,4,0,1,4,7482
4950,23,22,4,0,18,4,0,0,8,4,0,0,21,4,0,0,19,4,0,0,4,7482
4951,24,23,4,0,20,4,0,0,6,4,0,0,22,4,0,0,9,4,0,0,4,7482
4952,25,24,4,0,46,4,0,0,8,4,0,0,23,4,0,0,60,2,1,1,4,7482
4953,26,25,4,0,43,4,0,0,4,4,0,0,24,4,0,0,43,4,0,1,4,7482
4954,27,26,4,0,38,4,0,0,7,4,0,0,25,4,0,0,25,4,0,0,4,7482
4955,28,27,4,0,35,4,0,0,8,4,0,0,26,4,0,0,12,4,0,0,4,7482
4956,29,28,4,0,61,2,1,1,9,4,0,0,27,4,0,0,58,2,1,1,4,7482
4957,30,29,4,0,56,2,1,0,7,4,0,0,28,4,0,0,46,4,0,1,4,7482
4958,31,30,4,0,55,2,1,0,10,4,0,0,29,4,0,0,22,4,0,0,4,7482
4959,32,31,4,0,51,2,1,0,7,4,0,0,30,4,0,0,1,4,0,0,7,5353
4960,33,32,4,0,16,4,0,1,3,4,0,0,31,4,0,0,7,4,0,0,7,5353
4961,34,33,4,0,20,4,0,0,7,4,0,0,32,4,0,0,9,4,0,0,7,5353
4962,35,34,4,0,24,4,0,0,7,4,0,0,33,4,0,0,55,2,1,1,7,5353
4963,36,35,4,0,28,4,0,0,4,4,0,0,34,4,0,0,43,4,0,1,7,5353
4964,37,36,4,0,1,4,0,0,4,4,0,0,35,4,0,0,51,2,1,1,7,5353
4965,38,37,4,0,7,4,0,0,5,4,0,0,36,4,0,0,33,4,0,1,7,5353
4966,39,38,4,0,9,4,0,0,8,4,0,0,37,4,0,0,5,4,0,0,7,5353
