cycle,e_sweep,e_obs,attr_std,trans_std,e_alt,attr_r1,r1_disagree,trans_r1,pop_xor,attr_r2,r2_disagree,trans_r2,e_lag,attr_r3,r3_disagree,trans_r3,e_r4,attr_r4,r4_disagree,trans_r4,rot_k,epoch_mask
3345,18,17,4,0,14,4,0,0,7,4,0,0,16,4,0,0,43,4,0,0,3,2515
3346,19,18,4,0,2,4,0,0,8,4,0,0,17,4,0,0,48,4,0,0,3,2515
3347,20,19,4,0,7,4,0,0,7,4,0,0,18,4,0,0,58,2,1,1,3,2515
3348,21,20,4,0,26,4,0,0,5,4,0,0,19,4,0,0,6,4,0,1,3,2515
3349,22,21,4,0,31,4,0,0,7,4,0,0,20,4,0,0,13,4,0,0,3,2515
3350,23,22,4,0,17,4,0,0,7,4,0,0,21,4,0,0,19,4,0,0,3,2515
3351,24,24,4,0,44,4,0,0,8,4,0,0,22,4,0,0,39,4,0,0,3,2515
3352,25,24,4,0,47,4,0,0,4,4,0,0,24,4,0,0,32,4,0,0,3,2515
3353,26,25,4,0,42,4,0,0,5,4,0,0,24,4,0,0,42,4,0,0,3,2515
3354,27,26,4,0,37,4,0,0,9,4,0,0,25,4,0,0,54,2,1,1,3,2515
3355,28,27,4,0,32,4,0,0,5,4,0,0,26,4,0,0,61,2,1,0,3,2515
3356,29,28,4,0,60,2,1,1,4,4,0,0,27,4,0,0,3,4,0,1,3,2515
3357,30,30,4,0,55,2,1,0,9,4,0,0,28,4,0,0,23,4,0,0,3,2515
3358,31,30,4,0,52,2,1,0,9,4,0,0,30,4,0,0,16,4,0,0,3,2515
3359,32,31,4,0,48,4,0,1,6,4,0,0,30,4,0,0,45,4,0,0,6,1870
3360,33,32,4,0,17,4,0,0,4,4,0,0,31,4,0,0,5,4,0,0,6,1870
3361,34,33,4,0,22,4,0,0,8,4,0,0,32,4,0,0,53,2,1,1,6,1870
3362,35,34,4,0,25,4,0,0,4,4,0,0,33,4,0,0,21,4,0,1,6,1870
3363,36,35,4,0,29,4,0,0,6,4,0,0,34,4,0,0,21,4,0,0,6,1870
3364,37,36,4,0,2,4,0,0,4,4,0,0,35,4,0,0,21,4,0,0,6,1870
3365,38,37,4,0,6,4,0,0,10,4,0,0,36,4,0,0,21,4,0,0,6,1870
3366,39,38,4,0,11,4,0,0,8,4,0,0,37,4,0,0,21,4,0,0,6,1870
3367,40,39,4,0,15,4,0,0,5,4,0,0,38,4,0,0,20,4,0,0,6,1870
3368,41,40,4,0,52,2,1,1,5,4,0,0,39,4,0,0,23,4,0,0,6,1870
3369,42,41,4,0,48,4,0,1,6,4,0,0,40,4,0,0,17,4,0,0,6,1870
3370,43,42,4,0,60,2,1,1,7,4,0,0,41,4,0,0,13,4,0,0,6,1870
3371,44,43,4,0,56,2,1,0,7,4,0,0,42,4,0,0,5,4,0,0,6,1870
3372,45,44,4,0,36,4,0,1,8,4,0,0,43,4,0,0,52,2,1,1,6,1870
3373,46,45,4,0,34,4,0,0,8,4,0,0,44,4,0,0,23,4,0,1,6,1870
3374,47,46,4,0,47,4,0,0,5,4,0,0,45,4,0,0,17,4,0,0,6,1870
3375,48,47,4,0,42,4,0,0,3,4,0,0,46,4,0,0,54,2,1,1,9,7482
3376,49,48,4,0,25,4,0,0,6,4,0,0,47,4,0,0,55,2,1,0,9,7482
3377,50,49,4,0,30,4,0,0,6,4,0,0,48,4,0,0,55,2,1,0,9,7482
3378,51,50,2,1,17,4,1,0,2,4,1,0,49,4,1,0,63,3,1,1,9,7482
3379,52,51,2,0,21,4,1,0,8,4,1,0,50,2,0,1,39,4,1,1,9,7482
3380,53,52,2,0,10,4,1,0,9,4,1,0,51,2,0,0,31,4,1,0,9,7482
3381,54,53,2,0,15,4,1,0,4,4,1,0,52,2,0,0,47,4,1,0,9,7482
3382,55,54,2,0,2,4,1,0,10,4,1,0,53,2,0,0,7,4,1,0,9,7482
3383,56,55,2,0,4,4,1,0,5,4,1,0,54,2,0,0,23,4,1,0,9,7482
3384,57,56,2,0,62,2,0,1,8,4,1,0,55,2,0,0,55,2,0,1,9,7482
3385,58,57,2,0,59,2,0,0,8,4,1,0,56,2,0,0,63,3,1,1,9,7482
3386,59,58,2,0,55,2,0,0,6,4,1,0,57,2,0,0,47,4,1,1,9,7482
3387,60,59,2,0,49,4,1,1,8,4,1,0,58,2,0,0,7,4,1,0,9,7482
3388,61,60,2,0,47,4,1,0,9,4,1,0,59,2,0,0,31,4,1,0,9,7482
3389,62,61,2,0,40,4,1,0,6,4,1,0,60,2,0,0,47,4,1,0,9,7482
3390,63,62,2,0,36,4,1,0,3,4,1,0,61,2,0,0,7,4,1,0,9,7482
3391,0,63,3,1,32,4,1,0,9,4,1,0,62,2,1,0,12,4,1,0,12,5353
3392,1,0,1,1,2,4,1,0,0,1,0,1,63,3,1,1,19,4,1,0,12,5353
3393,2,1,4,1,7,4,0,0,3,4,0,1,0,1,1,1,19,4,0,0,12,5353
3394,3,2,4,0,11,4,0,0,8,4,0,0,1,4,0,1,18,4,0,0,12,5353
3395,4,3,4,0,13,4,0,0,6,4,0,0,2,4,0,0,18,4,0,0,12,5353
3396,5,4,4,0,19,4,0,0,7,4,0,0,3,4,0,0,17,4,0,0,12,5353
3397,6,5,4,0,20,4,0,0,7,4,0,0,4,4,0,0,17,4,0,0,12,5353
3398,7,7,4,0,31,4,0,0,7,4,0,0,5,4,0,0,16,4,0,0,12,5353
3399,8,7,4,0,28,4,0,0,7,4,0,0,7,4,0,0,16,4,0,0,12,5353
3400,9,8,4,0,38,4,0,0,4,4,0,0,7,4,0,0,23,4,0,0,12,5353
3401,10,9,4,0,33,4,0,0,8,4,0,0,8,4,0,0,23,4,0,0,12,5353
3402,11,10,4,0,47,4,0,0,7,4,0,0,9,4,0,0,22,4,0,0,12,5353
3403,12,11,4,0,42,4,0,0,6,4,0,0,10,4,0,0,22,4,0,0,12,5353
3404,13,12,4,0,52,2,1,1,8,4,0,0,11,4,0,0,21,4,0,0,12,5353
3405,14,13,4,0,51,2,1,0,9,4,0,0,12,4,0,0,21,4,0,0,12,5353
3406,15,14,4,0,61,2,1,0,7,4,0,0,13,4,0,0,20,4,0,0,12,5353
3407,16,15,4,0,56,2,1,0,6,4,0,0,14,4,0,0,49,4,0,0,2,5031
3408,17,16,4,0,10,4,0,1,1,4,0,0,15,4,0,0,12,4,0,0,2,5031
3409,18,17,4,0,12,4,0,0,6,4,0,0,16,4,0,0,10,4,0,0,2,5031
3410,19,18,4,0,1,4,0,0,7,4,0,0,17,4,0,0,6,4,0,0,2,5031
3411,20,19,4,0,5,4,0,0,7,4,0,0,18,4,0,0,2,4,0,0,2,5031
3412,21,20,4,0,27,4,0,0,6,4,0,0,19,4,0,0,31,4,0,0,2,5031
3413,22,21,4,0,31,4,0,0,10,4,0,0,20,4,0,0,27,4,0,0,2,5031
3414,23,22,4,0,17,4,0,0,11,4,0,0,21,4,0,0,20,4,0,0,2,5031
3415,24,23,4,0,23,4,0,0,9,4,0,0,22,4,0,0,18,4,0,0,2,5031
3416,25,24,4,0,44,4,0,0,6,4,0,0,23,4,0,0,46,4,0,0,2,5031
3417,26,25,4,0,40,4,0,0,6,4,0,0,24,4,0,0,42,4,0,0,2,5031
3418,27,26,4,0,37,4,0,0,6,4,0,0,25,4,0,0,38,4,0,0,2,5031
3419,28,27,4,0,33,4,0,0,5,4,0,0,26,4,0,0,34,4,0,0,2,5031
3420,29,28,4,0,63,3,1,1,10,4,0,0,27,4,0,0,63,3,1,1,2,5031
3421,30,29,4,0,56,2,1,1,6,4,0,0,28,4,0,0,56,2,1,1,2,5031
3422,31,31,4,0,51,2,1,0,10,4,0,0,29,4,0,0,50,2,1,0,2,5031
3423,32,32,4,0,16,4,0,1,4,4,0,0,31,4,0,0,58,2,1,0,5,3741
3424,33,32,4,0,19,4,0,0,5,4,0,0,32,4,0,0,37,4,0,1,5,3741
3425,34,33,4,0,23,4,0,0,5,4,0,0,32,4,0,0,0,1,1,1,5,3741
3426,35,34,4,0,27,4,0,0,9,4,0,0,33,4,0,0,43,4,0,1,5,3741
3427,36,35,4,0,30,4,0,0,7,4,0,0,34,4,0,0,4,4,0,0,5,3741
3428,37,36,4,0,1,4,0,0,7,4,0,0,35,4,0,0,34,4,0,0,5,3741
3429,38,37,4,0,7,4,0,0,9,4,0,0,36,4,0,0,23,4,0,0,5,3741
3430,39,38,4,0,9,4,0,0,9,4,0,0,37,4,0,0,45,4,0,0,5,3741
3431,40,39,4,0,14,4,0,0,8,4,0,0,38,4,0,0,16,4,0,0,5,3741
3432,41,40,4,0,54,2,1,1,7,4,0,0,39,4,0,0,43,4,0,0,5,3741
3433,42,41,4,0,51,2,1,0,8,4,0,0,40,4,0,0,4,4,0,0,5,3741
3434,43,42,4,0,62,2,1,0,4,4,0,0,41,4,0,0,34,4,0,0,5,3741
3435,44,43,4,0,56,2,1,0,5,4,0,0,42,4,0,0,23,4,0,0,5,3741
3436,45,44,4,0,36,4,0,1,7,4,0,0,43,4,0,0,44,4,0,0,5,3741
3437,46,45,4,0,35,4,0,0,3,4,0,0,44,4,0,0,18,4,0,0,5,3741
3438,47,46,4,0,46,4,0,0,7,4,0,0,45,4,0,0,55,2,1,1,5,3741
3439,48,47,4,0,41,4,0,0,8,4,0,0,46,4,0,0,28,4,0,1,8,6772
3440,49,48,4,0,25,4,0,0,5,4,0,0,47,4,0,0,36,4,0,0,8,6772
3441,50,49,4,0,29,4,0,0,7,4,0,0,48,4,0,0,16,4,0,0,8,6772
3442,51,50,2,1,18,4,1,0,3,4,1,0,49,4,1,0,60,2,0,1,8,6772
3443,52,51,2,0,23,4,1,0,7,4,1,0,50,2,0,1,36,4,1,1,8,6772
3444,53,52,2,0,9,4,1,0,5,4,1,0,51,2,0,0,16,4,1,0,8,6772
3445,54,53,2,0,13,4,1,0,3,4,1,0,52,2,0,0,60,2,0,1,8,6772
3446,55,54,2,0,1,4,1,0,9,4,1,0,53,2,0,0,32,4,1,1,8,6772
3447,56,55,2,0,4,4,1,0,5,4,1,0,54,2,0,0,24,4,1,0,8,6772
3448,57,56,2,0,63,3,1,1,5,4,1,0,55,2,0,0,40,4,1,0,8,6772
3449,58,57,2,0,57,2,0,1,5,4,1,0,56,2,0,0,8,4,1,0,8,6772
3450,59,58,2,0,55,2,0,0,7,4,1,0,57,2,0,0,12,4,1,0,8,6772
3451,60,59,2,0,49,4,1,1,5,4,1,0,58,2,0,0,0,1,1,1,8,6772
3452,61,60,2,0,46,4,1,0,9,4,1,0,59,2,0,0,28,4,1,1,8,6772
3453,62,61,2,0,43,4,1,0,6,4,1,0,60,2,0,0,32,4,1,0,8,6772
3454,63,62,2,0,38,4,1,0,11,4,1,0,61,2,0,0,24,4,1,0,8,6772
3455,0,63,3,1,32,4,1,0,8,4,1,0,62,2,1,0,40,4,1,0,11,2515
3456,1,0,1,1,1,4,1,0,0,1,0,1,63,3,1,1,39,4,1,0,11,2515
3457,2,1,4,1,6,4,0,0,4,4,0,1,0,1,1,1,7,4,0,0,11,2515
3458,3,2,4,0,9,4,0,0,3,4,0,0,1,4,0,1,39,4,0,0,11,2515
3459,4,3,4,0,13,4,0,0,5,4,0,0,2,4,0,0,39,4,0,0,11,2515
3460,5,4,4,0,19,4,0,0,9,4,0,0,3,4,0,0,38,4,0,0,11,2515
3461,6,5,4,0,23,4,0,0,7,4,0,0,4,4,0,0,38,4,0,0,11,2515
3462,7,6,4,0,25,4,0,0,6,4,0,0,5,4,0,0,38,4,0,0,11,2515
3463,8,7,4,0,31,4,0,0,7,4,0,0,6,4,0,0,38,4,0,0,11,2515
3464,9,8,4,0,36,4,0,0,7,4,0,0,7,4,0,0,5,4,0,0,11,2515
3465,10,9,4,0,32,4,0,0,5,4,0,0,8,4,0,0,5,4,0,0,11,2515
3466,11,10,4,0,45,4,0,0,7,4,0,0,9,4,0,0,37,4,0,0,11,2515
3467,12,11,4,0,40,4,0,0,7,4,0,0,10,4,0,0,37,4,0,0,11,2515
3468,13,12,4,0,52,2,1,1,8,4,0,0,11,4,0,0,36,4,0,0,11,2515
3469,14,13,4,0,49,4,0,1,5,4,0,0,12,4,0,0,36,4,0,0,11,2515
3470,15,14,4,0,61,2,1,1,6,4,0,0,13,4,0,0,4,4,0,0,11,2515
3471,16,15,4,0,59,2,1,0,8,4,0,0,14,4,0,0,3,4,0,0,1,1870
3472,17,16,4,0,8,4,0,1,7,4,0,0,15,4,0,0,61,2,1,1,1,1870
3473,18,17,4,0,13,4,0,0,4,4,0,0,16,4,0,0,63,3,1,1,1,1870
3474,19,18,4,0,3,4,0,0,5,4,0,0,17,4,0,0,56,2,1,1,1,1870
3475,20,19,4,0,6,4,0,0,7,4,0,0,18,4,0,0,58,2,1,0,1,1870
3476,21,20,4,0,25,4,0,0,7,4,0,0,19,4,0,0,52,2,1,0,1,1870
3477,22,21,4,0,31,4,0,0,7,4,0,0,20,4,0,0,55,2,1,0,1,1870
3478,23,22,4,0,16,4,0,0,4,4,0,0,21,4,0,0,48,4,0,1,1,1870
3479,24,23,4,0,21,4,0,0,4,4,0,0,22,4,0,0,50,2,1,1,1,1870
3480,25,25,4,0,40,4,0,0,5,4,0,0,23,4,0,0,47,4,0,1,1,1870
3481,26,25,4,0,43,4,0,0,4,4,0,0,25,4,0,0,46,4,0,0,1,1870
3482,27,26,4,0,38,4,0,0,7,4,0,0,25,4,0,0,40,4,0,0,1,1870
3483,28,27,4,0,35,4,0,0,5,4,0,0,26,4,0,0,42,4,0,0,1,1870
3484,29,28,4,0,61,2,1,1,5,4,0,0,27,4,0,0,36,4,0,0,1,1870
3485,30,29,4,0,57,2,1,0,9,4,0,0,28,4,0,0,38,4,0,0,1,1870
3486,31,30,4,0,53,2,1,0,11,4,0,0,29,4,0,0,32,4,0,0,1,1870
3487,32,32,4,0,16,4,0,1,4,4,0,0,30,4,0,0,52,2,1,1,4,7482
3488,33,33,4,0,20,4,0,0,5,4,0,0,32,4,0,0,36,4,0,1,4,7482
3489,34,34,4,0,25,4,0,0,8,4,0,0,33,4,0,0,20,4,0,0,4,7482
3490,35,35,4,0,29,4,0,0,5,4,0,0,34,4,0,0,4,4,0,0,4,7482
3491,36,35,4,0,30,4,0,0,5,4,0,0,35,4,0,0,11,4,0,0,4,7482
3492,37,36,4,0,1,4,0,0,4,4,0,0,35,4,0,0,57,2,1,1,4,7482
3493,38,37,4,0,4,4,0,0,5,4,0,0,36,4,0,0,45,4,0,1,4,7482
3494,39,39,4,0,15,4,0,0,9,4,0,0,37,4,0,0,4,4,0,0,4,7482
3495,40,39,4,0,12,4,0,0,5,4,0,0,39,4,0,0,10,4,0,0,4,7482
3496,41,40,4,0,54,2,1,1,8,4,0,0,39,4,0,0,62,2,1,1,4,7482
3497,42,41,4,0,48,4,0,1,10,4,0,0,40,4,0,0,39,4,0,1,4,7482
3498,43,42,4,0,60,2,1,1,5,4,0,0,41,4,0,0,16,4,0,0,4,7482
3499,44,43,4,0,56,2,1,0,6,4,0,0,42,4,0,0,3,4,0,0,4,7482
3500,45,44,4,0,37,4,0,1,8,4,0,0,43,4,0,0,56,2,1,1,4,7482
3501,46,45,4,0,35,4,0,0,7,4,0,0,44,4,0,0,35,4,0,1,4,7482
3502,47,46,4,0,44,4,0,0,8,4,0,0,45,4,0,0,24,4,0,0,4,7482
3503,48,47,4,0,42,4,0,0,7,4,0,0,46,4,0,0,45,4,0,0,7,5353
3504,49,48,4,0,27,4,0,0,5,4,0,0,47,4,0,0,63,3,1,1,7,5353
3505,50,49,4,0,30,4,0,0,7,4,0,0,48,4,0,0,27,4,0,1,7,5353
3506,51,51,2,1,21,4,1,0,4,4,1,0,49,4,1,0,19,4,1,0,7,5353
3507,52,51,2,0,22,4,1,0,8,4,1,0,51,2,0,1,33,4,1,0,7,5353
3508,53,52,2,0,8,4,1,0,7,4,1,0,51,2,0,0,7,4,1,0,7,5353
3509,54,53,2,0,14,4,1,0,6,4,1,0,52,2,0,0,9,4,1,0,7,5353
3510,55,54,2,0,2,4,1,0,3,4,1,0,53,2,0,0,55,2,0,1,7,5353
3511,56,55,2,0,6,4,1,0,5,4,1,0,54,2,0,0,43,4,1,1,7,5353
3512,57,56,2,0,63,3,1,1,8,4,1,0,55,2,0,0,51,2,0,1,7,5353
3513,58,57,2,0,57,2,0,1,8,4,1,0,56,2,0,0,33,4,1,1,7,5353
3514,59,58,2,0,55,2,0,0,6,4,1,0,57,2,0,0,7,4,1,0,7,5353
3515,60,59,2,0,49,4,1,1,7,4,1,0,58,2,0,0,9,4,1,0,7,5353
3516,61,60,2,0,47,4,1,0,7,4,1,0,59,2,0,0,55,2,0,1,7,5353
3517,62,61,2,0,43,4,1,0,4,4,1,0,60,2,0,0,43,4,1,1,7,5353
3518,63,62,2,0,36,4,1,0,8,4,1,0,61,2,0,0,51,2,0,1,7,5353
3519,0,63,3,1,34,4,1,0,9,4,1,0,62,2,1,0,25,4,1,1,10,5031
3520,1,0,1,1,2,4,1,0,0,1,0,1,63,3,1,1,46,4,1,0,10,5031
3521,2,1,4,1,4,4,0,0,4,4,0,1,0,1,1,1,30,4,0,0,10,5031
3522,3,2,4,0,8,4,0,0,5,4,0,0,1,4,0,1,62,2,1,1,10,5031
3523,4,3,4,0,12,4,0,0,5,4,0,0,2,4,0,0,46,4,0,1,10,5031
3524,5,4,4,0,17,4,0,0,3,4,0,0,3,4,0,0,30,4,0,0,10,5031
3525,6,5,4,0,20,4,0,0,7,4,0,0,4,4,0,0,62,2,1,1,10,5031
3526,7,6,4,0,24,4,0,0,4,4,0,0,5,4,0,0,46,4,0,1,10,5031
3527,8,7,4,0,28,4,0,0,6,4,0,0,6,4,0,0,30,4,0,0,10,5031
3528,9,8,4,0,38,4,0,0,6,4,0,0,7,4,0,0,63,3,1,1,10,5031
3529,10,9,4,0,35,4,0,0,7,4,0,0,8,4,0,0,47,4,0,1,10,5031
3530,11,10,4,0,46,4,0,0,7,4,0,0,9,4,0,0,31,4,0,0,10,5031
3531,12,11,4,0,43,4,0,0,6,4,0,0,10,4,0,0,63,3,1,1,10,5031
3532,13,12,4,0,53,2,1,1,6,4,0,0,11,4,0,0,47,4,0,1,10,5031
3533,14,13,4,0,49,4,0,1,7,4,0,0,12,4,0,0,15,4,0,0,10,5031
3534,15,14,4,0,61,2,1,1,9,4,0,0,13,4,0,0,31,4,0,0,10,5031
3535,16,15,4,0,56,2,1,0,5,4,0,0,14,4,0,0,53,2,1,1,0,3741
3536,17,16,4,0,10,4,0,1,4,4,0,0,15,4,0,0,42,4,0,1,0,3741
3537,18,17,4,0,13,4,0,0,7,4,0,0,16,4,0,0,43,4,0,0,0,3741
3538,19,18,4,0,0,1,1,1,6,4,0,0,17,4,0,0,40,4,0,0,0,3741
3539,20,19,4,0,7,4,0,1,8,4,0,0,18,4,0,0,41,4,0,0,0,3741
3540,21,20,4,0,26,4,0,0,7,4,0,0,19,4,0,0,46,4,0,0,0,3741
3541,22,21,4,0,30,4,0,0,6,4,0,0,20,4,0,0,47,4,0,0,0,3741
3542,23,22,4,0,19,4,0,0,5,4,0,0,21,4,0,0,44,4,0,0,0,3741
3543,24,23,4,0,23,4,0,0,8,4,0,0,22,4,0,0,45,4,0,0,0,3741
3544,25,24,4,0,44,4,0,0,6,4,0,0,23,4,0,0,34,4,0,0,0,3741
3545,26,25,4,0,40,4,0,0,6,4,0,0,24,4,0,0,35,4,0,0,0,3741
3546,27,26,4,0,37,4,0,0,8,4,0,0,25,4,0,0,32,4,0,0,0,3741
3547,28,27,4,0,32,4,0,0,6,4,0,0,26,4,0,0,33,4,0,0,0,3741
3548,29,28,4,0,63,3,1,1,7,4,0,0,27,4,0,0,38,4,0,0,0,3741
3549,30,29,4,0,57,2,1,1,8,4,0,0,28,4,0,0,39,4,0,0,0,3741
3550,31,30,4,0,54,2,1,0,10,4,0,0,29,4,0,0,36,4,0,0,0,3741
3551,32,31,4,0,48,4,0,1,9,4,0,0,30,4,0,0,23,4,0,0,3,6772
3552,33,32,4,0,17,4,0,0,5,4,0,0,31,4,0,0,42,4,0,0,3,6772
3553,34,33,4,0,23,4,0,0,5,4,0,0,32,4,0,0,39,4,0,0,3,6772
3554,35,34,4,0,24,4,0,0,6,4,0,0,33,4,0,0,58,2,1,1,3,6772
3555,36,35,4,0,31,4,0,0,8,4,0,0,34,4,0,0,52,2,1,0,3,6772
3556,37,36,4,0,2,4,0,0,5,4,0,0,35,4,0,0,8,4,0,1,3,6772
3557,38,37,4,0,6,4,0,0,7,4,0,0,36,4,0,0,0,1,1,1,3,6772
3558,39,38,4,0,10,4,0,0,6,4,0,0,37,4,0,0,27,4,0,1,3,6772
3559,40,39,4,0,14,4,0,0,6,4,0,0,38,4,0,0,18,4,0,0,3,6772
3560,41,40,4,0,54,2,1,1,6,4,0,0,39,4,0,0,44,4,0,0,3,6772
3561,42,41,4,0,49,4,0,1,9,4,0,0,40,4,0,0,35,4,0,0,3,6772
3562,43,42,4,0,60,2,1,1,9,4,0,0,41,4,0,0,58,2,1,1,3,6772
3563,44,43,4,0,59,2,1,0,7,4,0,0,42,4,0,0,52,2,1,0,3,6772
3564,45,44,4,0,38,4,0,1,8,4,0,0,43,4,0,0,8,4,0,1,3,6772
3565,46,45,4,0,34,4,0,0,4,4,0,0,44,4,0,0,0,1,1,1,3,6772
3566,47,46,4,0,46,4,0,0,5,4,0,0,45,4,0,0,27,4,0,1,3,6772
3567,48,47,4,0,42,4,0,0,7,4,0,0,46,4,0,0,63,3,1,1,6,2515
3568,49,48,4,0,26,4,0,0,10,4,0,0,47,4,0,0,14,4,0,1,6,2515
3569,50,49,4,0,28,4,0,0,7,4,0,0,48,4,0,0,45,4,0,0,6,2515
3570,51,50,2,1,17,4,1,0,3,4,1,0,49,4,1,0,43,4,1,0,6,2515
3571,52,51,2,0,20,4,1,0,9,4,1,0,50,2,0,1,55,2,0,1,6,2515
3572,53,52,2,0,11,4,1,0,8,4,1,0,51,2,0,0,62,2,0,0,6,2515
3573,54,53,2,0,12,4,1,0,5,4,1,0,52,2,0,0,13,4,1,1,6,2515
3574,55,54,2,0,3,4,1,0,2,4,1,0,53,2,0,0,43,4,1,0,6,2515
3575,56,55,2,0,6,4,1,0,5,4,1,0,54,2,0,0,55,2,0,1,6,2515
3576,57,56,2,0,61,2,0,1,8,4,1,0,55,2,0,0,62,2,0,0,6,2515
3577,58,57,2,0,58,2,0,0,7,4,1,0,56,2,0,0,12,4,1,1,6,2515
3578,59,58,2,0,53,2,0,0,6,4,1,0,57,2,0,0,41,4,1,0,6,2515
3579,60,59,2,0,48,4,1,1,8,4,1,0,58,2,0,0,51,2,0,1,6,2515
3580,61,60,2,0,44,4,1,0,7,4,1,0,59,2,0,0,7,4,1,1,6,2515
3581,62,61,2,0,41,4,1,0,4,4,1,0,60,2,0,0,30,4,1,0,6,2515
3582,63,62,2,0,37,4,1,0,4,4,1,0,61,2,0,0,12,4,1,0,6,2515
3583,0,63,3,1,35,4,1,0,10,4,1,0,62,2,1,0,38,4,1,0,9,1870
3584,1,0,1,1,1,4,1,0,0,1,0,1,63,3,1,1,37,4,1,0,9,1870
3585,2,1,4,1,6,4,0,0,3,4,0,1,0,1,1,1,37,4,0,0,9,1870
3586,3,3,4,0,13,4,0,0,3,4,0,0,1,4,0,1,5,4,0,0,9,1870
3587,4,4,4,0,18,4,0,0,6,4,0,0,3,4,0,0,5,4,0,0,9,1870
3588,5,5,4,0,22,4,0,0,4,4,0,0,4,4,0,0,5,4,0,0,9,1870
3589,6,6,4,0,27,4,0,0,5,4,0,0,5,4,0,0,13,4,0,0,9,1870
3590,7,7,4,0,31,4,0,0,6,4,0,0,6,4,0,0,21,4,0,0,9,1870
3591,8,7,4,0,28,4,0,0,6,4,0,0,7,4,0,0,53,2,1,1,9,1870
3592,9,8,4,0,39,4,0,0,6,4,0,0,7,4,0,0,13,4,0,1,9,1870
3593,10,9,4,0,33,4,0,0,6,4,0,0,8,4,0,0,61,2,1,1,9,1870
3594,11,10,4,0,46,4,0,0,7,4,0,0,9,4,0,0,29,4,0,1,9,1870
3595,12,11,4,0,40,4,0,0,4,4,0,0,10,4,0,0,21,4,0,0,9,1870
3596,13,12,4,0,52,2,1,1,5,4,0,0,11,4,0,0,5,4,0,0,9,1870
3597,14,13,4,0,50,2,1,0,6,4,0,0,12,4,0,0,45,4,0,0,9,1870
3598,15,14,4,0,62,2,1,0,12,2,1,1,13,4,0,0,61,2,1,1,9,1870
3599,16,15,4,0,57,2,1,0,6,4,0,1,14,4,0,0,51,2,1,0,12,7482
3600,17,16,4,0,11,4,0,1,5,4,0,0,15,4,0,0,60,2,1,0,12,7482
3601,18,17,4,0,14,4,0,0,7,4,0,0,16,4,0,0,60,2,1,0,12,7482
3602,19,18,4,0,0,1,1,1,5,4,0,0,17,4,0,0,61,2,1,0,12,7482
3603,20,19,4,0,4,4,0,1,6,4,0,0,18,4,0,0,61,2,1,0,12,7482
3604,21,20,4,0,24,4,0,0,8,4,0,0,19,4,0,0,62,2,1,0,12,7482
3605,22,21,4,0,31,4,0,0,5,4,0,0,20,4,0,0,62,2,1,0,12,7482
3606,23,22,4,0,18,4,0,0,6,4,0,0,21,4,0,0,63,3,1,1,12,7482
3607,24,23,4,0,20,4,0,0,6,4,0,0,22,4,0,0,63,3,1,0,12,7482
3608,25,24,4,0,45,4,0,0,5,4,0,0,23,4,0,0,56,2,1,1,12,7482
3609,26,25,4,0,43,4,0,0,4,4,0,0,24,4,0,0,56,2,1,0,12,7482
3610,27,26,4,0,36,4,0,0,6,4,0,0,25,4,0,0,57,2,1,0,12,7482
3611,28,27,4,0,34,4,0,0,8,4,0,0,26,4,0,0,57,2,1,0,12,7482
3612,29,28,4,0,63,3,1,1,8,4,0,0,27,4,0,0,58,2,1,0,12,7482
3613,30,29,4,0,56,2,1,1,7,4,0,0,28,4,0,0,58,2,1,0,12,7482
3614,31,30,4,0,54,2,1,0,8,4,0,0,29,4,0,0,59,2,1,0,12,7482
3615,32,31,4,0,50,2,1,0,8,4,0,0,30,4,0,0,46,4,0,1,2,5353
3616,33,32,4,0,18,4,0,1,3,4,0,0,31,4,0,0,17,4,0,0,2,5353
3617,34,33,4,0,20,4,0,0,5,4,0,0,32,4,0,0,23,4,0,0,2,5353
3618,35,34,4,0,24,4,0,0,7,4,0,0,33,4,0,0,26,4,0,0,2,5353
3619,36,35,4,0,31,4,0,0,4,4,0,0,34,4,0,0,29,4,0,0,2,5353
3620,37,36,4,0,1,4,0,0,5,4,0,0,35,4,0,0,0,1,1,1,2,5353
3621,38,37,4,0,4,4,0,0,9,4,0,0,36,4,0,0,5,4,0,1,2,5353
3622,39,38,4,0,11,4,0,0,5,4,0,0,37,4,0,0,11,4,0,0,2,5353
3623,40,39,4,0,15,4,0,0,4,4,0,0,38,4,0,0,15,4,0,0,2,5353
3624,41,40,4,0,53,2,1,1,7,4,0,0,39,4,0,0,50,2,1,1,2,5353
3625,42,41,4,0,50,2,1,0,8,4,0,0,40,4,0,0,53,2,1,0,2,5353
3626,43,42,4,0,62,2,1,0,6,4,0,0,41,4,0,0,56,2,1,0,2,5353
3627,44,43,4,0,59,2,1,0,5,4,0,0,42,4,0,0,61,2,1,0,2,5353
3628,45,44,4,0,39,4,0,1,5,4,0,0,43,4,0,0,34,4,0,1,2,5353
3629,46,45,4,0,32,4,0,0,2,4,0,0,44,4,0,0,37,4,0,0,2,5353
3630,47,46,4,0,44,4,0,0,7,4,0,0,45,4,0,0,40,4,0,0,2,5353
3631,48,47,4,0,40,4,0,0,6,4,0,0,46,4,0,0,55,2,1,1,5,5031
3632,49,48,4,0,25,4,0,0,6,4,0,0,47,4,0,0,1,4,0,1,5,5031
