cycle,regime,local_cycle,active_mode,mask_val,computed,computed_mod,e_field_base,e_field_mod,attractor_base,attractor_mod,attractor_changed,delta_computed,delta_mod,transition_base,mode_lfsr_state
56,1,56,0,0,3708,3708,57,57,2,2,0,86,86,0,10062
57,1,57,0,0,3752,3752,58,58,2,2,0,44,44,0,20125
58,1,58,0,0,3840,3840,60,60,2,2,0,88,88,0,7482
59,1,59,0,0,3889,3889,60,60,2,2,0,49,49,0,14964
60,1,60,0,0,3923,3923,61,61,2,2,0,34,34,0,29929
61,1,61,0,0,3991,3991,62,62,2,2,0,68,68,0,27091
62,1,62,0,0,4062,4062,63,63,3,3,0,71,71,1,21415
63,1,63,0,0,45,45,0,0,1,1,0,4017,4017,1,10062
64,1,64,0,0,133,133,2,2,4,4,0,88,88,1,20125
65,1,65,0,0,194,194,3,3,4,4,0,61,61,0,7482
66,1,66,0,0,249,249,3,3,4,4,0,55,55,0,14964
67,1,67,0,0,291,291,4,4,4,4,0,42,42,0,29929
68,1,68,0,0,375,375,5,5,4,4,0,84,84,0,27091
69,1,69,0,0,415,415,6,6,4,4,0,40,40,0,21415
70,1,70,0,0,494,494,7,7,4,4,0,79,79,0,10062
71,1,71,0,0,582,582,9,9,4,4,0,88,88,0,20125
72,1,72,0,0,645,645,10,10,4,4,0,63,63,0,7482
73,1,73,0,0,706,706,11,11,4,4,0,61,61,0,14964
74,1,74,0,0,761,761,11,11,4,4,0,55,55,0,29929
75,1,75,0,0,802,802,12,12,4,4,0,41,41,0,27091
76,1,76,0,0,884,884,13,13,4,4,0,82,82,0,21415
77,1,77,0,0,921,921,14,14,4,4,0,37,37,0,10062
78,1,78,0,0,995,995,15,15,4,4,0,74,74,0,20125
79,1,79,0,0,1079,1079,16,16,4,4,0,84,84,0,7482
80,1,80,0,0,1119,1119,17,17,4,4,0,40,40,0,14964
81,1,81,0,0,1198,1198,18,18,4,4,0,79,79,0,29929
82,1,82,0,0,1286,1286,20,20,4,4,0,88,88,0,27091
83,1,83,0,0,1348,1348,21,21,4,4,0,62,62,0,21415
84,1,84,0,0,1408,1408,22,22,4,4,0,60,60,0,10062
85,1,85,0,0,1457,1457,22,22,4,4,0,49,49,0,20125
86,1,86,0,0,1490,1490,23,23,4,4,0,33,33,0,7482
87,1,87,0,0,1556,1556,24,24,4,4,0,66,66,0,14964
88,1,88,0,0,1624,1624,25,25,4,4,0,68,68,0,29929
89,1,89,0,0,1697,1697,26,26,4,4,0,73,73,0,27091
90,1,90,0,0,1779,1779,27,27,4,4,0,82,82,0,21415
91,1,91,0,0,1815,1815,28,28,4,4,0,36,36,0,10062
92,1,92,0,0,1886,1886,29,29,4,4,0,71,71,0,20125
93,1,93,0,0,1965,1965,30,30,4,4,0,79,79,0,7482
94,1,94,0,0,2053,2053,32,32,4,4,0,88,88,0,14964
95,1,95,0,0,2114,2114,33,33,4,4,0,61,61,0,29929
96,1,96,0,0,2170,2170,33,33,4,4,0,56,56,0,27091
97,1,97,0,0,2212,2212,34,34,4,4,0,42,42,0,21415
98,1,98,0,0,2297,2297,35,35,4,4,0,85,85,0,10062
99,1,99,0,0,2339,2339,36,36,4,4,0,42,42,0,20125
100,1,100,0,0,2423,2423,37,37,4,4,0,84,84,0,7482
101,1,101,0,0,2462,2462,38,38,4,4,0,39,39,0,14964
102,1,102,0,0,2540,2540,39,39,4,4,0,78,78,0,29929
103,1,103,0,0,2628,2628,41,41,4,4,0,88,88,0,27091
104,1,104,0,0,2688,2688,42,42,4,4,0,60,60,0,21415
105,1,105,0,0,2738,2738,42,42,4,4,0,50,50,0,10062
106,1,106,0,0,2773,2773,43,43,4,4,0,35,35,0,20125
107,1,107,0,0,2842,2842,44,44,4,4,0,69,69,0,7482
108,1,108,0,0,2917,2917,45,45,4,4,0,75,75,0,14964
109,1,109,0,0,3003,3003,46,46,4,4,0,86,86,0,29929
110,1,110,0,0,3047,3047,47,47,4,4,0,44,44,0,27091
111,1,111,0,0,3135,3135,48,48,4,4,0,88,88,0,21415
112,1,112,0,0,3182,3182,49,49,4,4,0,47,47,0,10062
113,1,113,0,0,3270,3270,51,51,2,2,0,88,88,1,20125
114,1,114,0,0,3332,3332,52,52,2,2,0,62,62,0,7482
115,1,115,0,0,3392,3392,53,53,2,2,0,60,60,0,14964
116,1,116,0,0,3441,3441,53,53,2,2,0,49,49,0,29929
117,1,117,0,0,3474,3474,54,54,2,2,0,33,33,0,27091
118,1,118,0,0,3541,3541,55,55,2,2,0,67,67,0,21415
119,1,119,0,0,3610,3610,56,56,2,2,0,69,69,0,10062
120,1,120,0,0,3685,3685,57,57,2,2,0,75,75,0,20125
121,1,121,0,0,3770,3770,58,58,2,2,0,85,85,0,7482
122,1,122,0,0,3812,3812,59,59,2,2,0,42,42,0,14964
123,1,123,0,0,3896,3896,60,60,2,2,0,84,84,0,29929
124,1,124,0,0,3937,3937,61,61,2,2,0,41,41,0,27091
125,1,125,0,0,4018,4018,62,62,2,2,0,81,81,0,21415
126,1,126,0,0,4053,4053,63,63,3,3,0,35,35,1,10062
127,1,127,0,0,26,26,0,0,1,1,0,4027,4027,1,20125
128,1,128,0,0,100,100,1,1,4,4,0,74,74,1,7482
129,1,129,0,0,184,184,2,2,4,4,0,84,84,0,14964
130,1,130,0,0,225,225,3,3,4,4,0,41,41,0,29929
131,1,131,0,0,306,306,4,4,4,4,0,81,81,0,27091
132,1,132,0,0,340,340,5,5,4,4,0,34,34,0,21415
133,1,133,0,0,409,409,6,6,4,4,0,69,69,0,10062
134,1,134,0,0,482,482,7,7,4,4,0,73,73,0,20125
135,1,135,0,0,565,565,8,8,4,4,0,83,83,0,7482
136,1,136,0,0,603,603,9,9,4,4,0,38,38,0,14964
137,1,137,0,0,678,678,10,10,4,4,0,75,75,0,29929
138,1,138,0,0,765,765,11,11,4,4,0,87,87,0,27091
139,1,139,0,0,811,811,12,12,4,4,0,46,46,0,21415
140,1,140,0,0,899,899,14,14,4,4,0,88,88,0,10062
141,1,141,0,0,957,957,14,14,4,4,0,58,58,0,20125
142,1,142,0,0,1003,1003,15,15,4,4,0,46,46,0,7482
143,1,143,0,0,1091,1091,17,17,4,4,0,88,88,0,14964
144,1,144,0,0,1150,1150,17,17,4,4,0,59,59,0,29929
145,1,145,0,0,1196,1196,18,18,4,4,0,46,46,0,27091
146,1,146,0,0,1284,1284,20,20,4,4,0,88,88,0,21415
147,1,147,0,0,1345,1345,21,21,4,4,0,61,61,0,10062
148,1,148,0,0,1397,1397,21,21,4,4,0,52,52,0,20125
149,1,149,0,0,1434,1434,22,22,4,4,0,37,37,0,7482
150,1,150,0,0,1508,1508,23,23,4,4,0,74,74,0,14964
151,1,151,0,0,1592,1592,24,24,4,4,0,84,84,0,29929
152,1,152,0,0,1632,1632,25,25,4,4,0,40,40,0,27091
153,1,153,0,0,1712,1712,26,26,4,4,0,80,80,0,21415
154,1,154,0,0,1745,1745,27,27,4,4,0,33,33,0,10062
155,1,155,0,0,1811,1811,28,28,4,4,0,66,66,0,20125
156,1,156,0,0,1878,1878,29,29,4,4,0,67,67,0,7482
157,1,157,0,0,1949,1949,30,30,4,4,0,71,71,0,14964
158,1,158,0,0,2027,2027,31,31,4,4,0,78,78,0,29929
159,1,159,0,0,2115,2115,33,33,4,4,0,88,88,0,27091
160,1,160,0,0,2175,2175,33,33,4,4,0,60,60,0,21415
161,1,161,0,0,2223,2223,34,34,4,4,0,48,48,0,10062
162,1,162,0,0,2311,2311,36,36,4,4,0,88,88,0,20125
163,1,163,0,0,2374,2374,37,37,4,4,0,63,63,0,7482
164,1,164,0,0,2436,2436,38,38,4,4,0,62,62,0,14964
165,1,165,0,0,2497,2497,39,39,4,4,0,61,61,0,29929
166,1,166,0,0,2551,2551,39,39,4,4,0,54,54,0,27091
167,1,167,0,0,2591,2591,40,40,4,4,0,40,40,0,21415
168,1,168,0,0,2671,2671,41,41,4,4,0,80,80,0,10062
169,1,169,0,0,2759,2759,43,43,4,4,0,88,88,0,20125
170,1,170,0,0,2822,2822,44,44,4,4,0,63,63,0,7482
171,1,171,0,0,2885,2885,45,45,4,4,0,63,63,0,14964
172,1,172,0,0,2946,2946,46,46,4,4,0,61,61,0,29929
173,1,173,0,0,3003,3003,46,46,4,4,0,57,57,0,27091
174,1,174,0,0,3047,3047,47,47,4,4,0,44,44,0,21415
175,1,175,0,0,3135,3135,48,48,4,4,0,88,88,0,10062
176,1,176,0,0,3182,3182,49,49,4,4,0,47,47,0,20125
177,1,177,0,0,3270,3270,51,51,2,2,0,88,88,1,7482
178,1,178,0,0,3333,3333,52,52,2,2,0,63,63,0,14964
179,1,179,0,0,3395,3395,53,53,2,2,0,62,62,0,29929
180,1,180,0,0,3455,3455,53,53,2,2,0,60,60,0,27091
181,1,181,0,0,3502,3502,54,54,2,2,0,47,47,0,21415
182,1,182,0,0,3590,3590,56,56,2,2,0,88,88,0,10062
183,1,183,0,0,3652,3652,57,57,2,2,0,62,62,0,20125
184,1,184,0,0,3713,3713,58,58,2,2,0,61,61,0,7482
185,1,185,0,0,3766,3766,58,58,2,2,0,53,53,0,14964
186,1,186,0,0,3804,3804,59,59,2,2,0,38,38,0,29929
187,1,187,0,0,3880,3880,60,60,2,2,0,76,76,0,27091
188,1,188,0,0,3968,3968,62,62,2,2,0,88,88,0,21415
189,1,189,0,0,4017,4017,62,62,2,2,0,49,49,0,10062
190,1,190,0,0,4051,4051,63,63,3,3,0,34,34,1,20125
191,1,191,0,0,22,22,0,0,1,1,0,4029,4029,1,7482
192,1,192,0,0,92,92,1,1,4,4,0,70,70,1,14964
193,1,193,0,0,169,169,2,2,4,4,0,77,77,0,29929
194,1,194,0,0,257,257,4,4,4,4,0,88,88,0,27091
195,1,195,0,0,310,310,4,4,4,4,0,53,53,0,21415
196,1,196,0,0,348,348,5,5,4,4,0,38,38,0,10062
197,1,197,0,0,424,424,6,6,4,4,0,76,76,0,20125
198,1,198,0,0,512,512,8,8,4,4,0,88,88,0,7482
199,1,199,0,0,563,563,8,8,4,4,0,51,51,0,14964
200,1,200,0,0,598,598,9,9,4,4,0,35,35,0,29929
201,1,201,0,0,669,669,10,10,4,4,0,71,71,0,27091
202,1,202,0,0,747,747,11,11,4,4,0,78,78,0,21415
203,1,203,0,0,835,835,13,13,4,4,0,88,88,0,10062
204,1,204,0,0,892,892,13,13,4,4,0,57,57,0,20125
205,1,205,0,0,936,936,14,14,4,4,0,44,44,0,7482
206,1,206,0,0,1024,1024,16,16,4,4,0,88,88,0,14964
207,1,207,0,0,1072,1072,16,16,4,4,0,48,48,0,29929
208,1,208,0,0,1105,1105,17,17,4,4,0,33,33,0,27091
209,1,209,0,0,1170,1170,18,18,4,4,0,65,65,0,21415
210,1,210,0,0,1236,1236,19,19,4,4,0,66,66,0,10062
211,1,211,0,0,1305,1305,20,20,4,4,0,69,69,0,20125
212,1,212,0,0,1379,1379,21,21,4,4,0,74,74,0,7482
213,1,213,0,0,1462,1462,22,22,4,4,0,83,83,0,14964
214,1,214,0,0,1500,1500,23,23,4,4,0,38,38,0,29929
215,1,215,0,0,1577,1577,24,24,4,4,0,77,77,0,27091
216,1,216,0,0,1665,1665,26,26,4,4,0,88,88,0,21415
217,1,217,0,0,1719,1719,26,26,4,4,0,54,54,0,10062
218,1,218,0,0,1759,1759,27,27,4,4,0,40,40,0,20125
219,1,219,0,0,1839,1839,28,28,4,4,0,80,80,0,7482
220,1,220,0,0,1927,1927,30,30,4,4,0,88,88,0,14964
221,1,221,0,0,1990,1990,31,31,4,4,0,63,63,0,29929
222,1,222,0,0,2053,2053,32,32,4,4,0,63,63,0,27091
223,1,223,0,0,2114,2114,33,33,4,4,0,61,61,0,21415
224,1,224,0,0,2170,2170,33,33,4,4,0,56,56,0,10062
225,1,225,0,0,2212,2212,34,34,4,4,0,42,42,0,20125
226,1,226,0,0,2296,2296,35,35,4,4,0,84,84,0,7482
227,1,227,0,0,2336,2336,36,36,4,4,0,40,40,0,14964
228,1,228,0,0,2417,2417,37,37,4,4,0,81,81,0,29929
229,1,229,0,0,2451,2451,38,38,4,4,0,34,34,0,27091
230,1,230,0,0,2519,2519,39,39,4,4,0,68,68,0,21415
231,1,231,0,0,2591,2591,40,40,4,4,0,72,72,0,10062
232,1,232,0,0,2670,2670,41,41,4,4,0,79,79,0,20125
233,1,233,0,0,2758,2758,43,43,4,4,0,88,88,0,7482
234,1,234,0,0,2820,2820,44,44,4,4,0,62,62,0,14964
235,1,235,0,0,2881,2881,45,45,4,4,0,61,61,0,29929
236,1,236,0,0,2933,2933,45,45,4,4,0,52,52,0,27091
237,1,237,0,0,2970,2970,46,46,4,4,0,37,37,0,21415
238,1,238,0,0,3044,3044,47,47,4,4,0,74,74,0,10062
239,1,239,0,0,3128,3128,48,48,4,4,0,84,84,0,20125
240,1,240,0,0,3169,3169,49,49,4,4,0,41,41,0,7482
241,1,241,0,0,3250,3250,50,50,2,2,0,81,81,1,14964
242,1,242,0,0,3285,3285,51,51,2,2,0,35,35,0,29929
243,1,243,0,0,3354,3354,52,52,2,2,0,69,69,0,27091
244,1,244,0,0,3429,3429,53,53,2,2,0,75,75,0,21415
245,1,245,0,0,3515,3515,54,54,2,2,0,86,86,0,10062
246,1,246,0,0,3559,3559,55,55,2,2,0,44,44,0,20125
247,1,247,0,0,3647,3647,56,56,2,2,0,88,88,0,7482
248,1,248,0,0,3695,3695,57,57,2,2,0,48,48,0,14964
249,1,249,0,0,3783,3783,59,59,2,2,0,88,88,0,29929
250,1,250,0,0,3847,3847,60,60,2,2,0,64,64,0,27091
251,1,251,0,0,3910,3910,61,61,2,2,0,63,63,0,21415
252,1,252,0,0,3973,3973,62,62,2,2,0,63,63,0,10062
253,1,253,0,0,4035,4035,63,63,3,3,0,62,62,1,20125
254,1,254,0,0,4093,4093,63,63,3,3,0,58,58,0,7482
255,1,255,0,0,42,42,0,0,1,1,0,4051,4051,1,14964
256,1,256,0,0,130,130,2,2,4,4,0,88,88,1,29929
257,1,257,0,0,186,186,2,2,4,4,0,56,56,0,27091
258,1,258,0,0,228,228,3,3,4,4,0,42,42,0,21415
259,1,259,0,0,313,313,4,4,4,4,0,85,85,0,10062
260,1,260,0,0,354,354,5,5,4,4,0,41,41,0,20125
261,1,261,0,0,437,437,6,6,4,4,0,83,83,0,7482
262,1,262,0,0,474,474,7,7,4,4,0,37,37,0,14964
263,1,263,0,0,549,549,8,8,4,4,0,75,75,0,29929
264,1,264,0,0,634,634,9,9,4,4,0,85,85,0,27091
265,1,265,0,0,676,676,10,10,4,4,0,42,42,0,21415
266,1,266,0,0,761,761,11,11,4,4,0,85,85,0,10062
267,1,267,0,0,803,803,12,12,4,4,0,42,42,0,20125
268,1,268,0,0,886,886,13,13,4,4,0,83,83,0,7482
269,1,269,0,0,925,925,14,14,4,4,0,39,39,0,14964
270,1,270,0,0,1003,1003,15,15,4,4,0,78,78,0,29929
271,1,271,0,0,1091,1091,17,17,4,4,0,88,88,0,27091
272,1,272,0,0,1149,1149,17,17,4,4,0,58,58,0,21415
273,1,273,0,0,1195,1195,18,18,4,4,0,46,46,0,10062
274,1,274,0,0,1283,1283,20,20,4,4,0,88,88,0,20125
275,1,275,0,0,1340,1340,20,20,4,4,0,57,57,0,7482
276,1,276,0,0,1385,1385,21,21,4,4,0,45,45,0,14964
277,1,277,0,0,1473,1473,23,23,4,4,0,88,88,0,29929
278,1,278,0,0,1527,1527,23,23,4,4,0,54,54,0,27091
279,1,279,0,0,1566,1566,24,24,4,4,0,39,39,0,21415
280,1,280,0,0,1645,1645,25,25,4,4,0,79,79,0,10062
281,1,281,0,0,1733,1733,27,27,4,4,0,88,88,0,20125
282,1,282,0,0,1794,1794,28,28,4,4,0,61,61,0,7482
283,1,283,0,0,1848,1848,28,28,4,4,0,54,54,0,14964
284,1,284,0,0,1888,1888,29,29,4,4,0,40,40,0,29929
285,1,285,0,0,1968,1968,30,30,4,4,0,80,80,0,27091
286,1,286,0,0,2001,2001,31,31,4,4,0,33,33,0,21415
287,1,287,0,0,2066,2066,32,32,4,4,0,65,65,0,10062
288,1,288,0,0,2132,2132,33,33,4,4,0,66,66,0,20125
289,1,289,0,0,2201,2201,34,34,4,4,0,69,69,0,7482
290,1,290,0,0,2274,2274,35,35,4,4,0,73,73,0,14964
291,1,291,0,0,2357,2357,36,36,4,4,0,83,83,0,29929
292,1,292,0,0,2394,2394,37,37,4,4,0,37,37,0,27091
293,1,293,0,0,2468,2468,38,38,4,4,0,74,74,0,21415
294,1,294,0,0,2552,2552,39,39,4,4,0,84,84,0,10062
295,1,295,0,0,2592,2592,40,40,4,4,0,40,40,0,20125
296,1,296,0,0,2673,2673,41,41,4,4,0,81,81,0,7482
297,1,297,0,0,2707,2707,42,42,4,4,0,34,34,0,14964
298,1,298,0,0,2774,2774,43,43,4,4,0,67,67,0,29929
299,1,299,0,0,2845,2845,44,44,4,4,0,71,71,0,27091
300,1,300,0,0,2922,2922,45,45,4,4,0,77,77,0,21415
301,1,301,0,0,3010,3010,47,47,4,4,0,88,88,0,10062
302,1,302,0,0,3065,3065,47,47,4,4,0,55,55,0,20125
303,1,303,0,0,3107,3107,48,48,4,4,0,42,42,0,7482
304,1,304,0,0,3191,3191,49,49,4,4,0,84,84,0,14964
305,1,305,0,0,3230,3230,50,50,2,2,0,39,39,1,29929
306,1,306,0,0,3308,3308,51,51,2,2,0,78,78,0,27091
307,1,307,0,0,3396,3396,53,53,2,2,0,88,88,0,21415
308,1,308,0,0,3456,3456,54,54,2,2,0,60,60,0,10062
309,1,309,0,0,3507,3507,54,54,2,2,0,51,51,0,20125
310,1,310,0,0,3543,3543,55,55,2,2,0,36,36,0,7482
311,1,311,0,0,3615,3615,56,56,2,2,0,72,72,0,14964
312,1,312,0,0,3694,3694,57,57,2,2,0,79,79,0,29929
313,1,313,0,0,3782,3782,59,59,2,2,0,88,88,0,27091
314,1,314,0,0,3845,3845,60,60,2,2,0,63,63,0,21415
315,1,315,0,0,3907,3907,61,61,2,2,0,62,62,0,10062
316,1,316,0,0,3966,3966,61,61,2,2,0,59,59,0,20125
317,1,317,0,0,4012,4012,62,62,2,2,0,46,46,0,7482
318,1,318,0,0,4095,4095,63,63,3,3,0,83,83,1,14964
319,1,319,0,0,64,64,1,1,4,4,0,4031,4031,1,29929
320,1,320,0,0,112,112,1,1,4,4,0,48,48,0,27091
321,1,321,0,0,144,144,2,2,4,4,0,32,32,0,21415
322,1,322,0,0,209,209,3,3,4,4,0,65,65,0,10062
323,1,323,0,0,274,274,4,4,4,4,0,65,65,0,20125
324,1,324,0,0,340,340,5,5,4,4,0,66,66,0,7482
325,1,325,0,0,409,409,6,6,4,4,0,69,69,0,14964
326,1,326,0,0,483,483,7,7,4,4,0,74,74,0,29929
327,1,327,0,0,567,567,8,8,4,4,0,84,84,0,27091
328,1,328,0,0,606,606,9,9,4,4,0,39,39,0,21415
329,1,329,0,0,684,684,10,10,4,4,0,78,78,0,10062
330,1,330,0,0,772,772,12,12,4,4,0,88,88,0,20125
331,1,331,0,0,833,833,13,13,4,4,0,61,61,0,7482
332,1,332,0,0,886,886,13,13,4,4,0,53,53,0,14964
333,1,333,0,0,925,925,14,14,4,4,0,39,39,0,29929
334,1,334,0,0,1002,1002,15,15,4,4,0,77,77,0,27091
335,1,335,0,0,1090,1090,17,17,4,4,0,88,88,0,21415
336,1,336,0,0,1146,1146,17,17,4,4,0,56,56,0,10062
337,1,337,0,0,1189,1189,18,18,4,4,0,43,43,0,20125
338,1,338,0,0,1275,1275,19,19,4,4,0,86,86,0,7482
339,1,339,0,0,1318,1318,20,20,4,4,0,43,43,0,14964
340,1,340,0,0,1404,1404,21,21,4,4,0,86,86,0,29929
341,1,341,0,0,1449,1449,22,22,4,4,0,45,45,0,27091
342,1,342,0,0,1537,1537,24,24,4,4,0,88,88,0,21415
343,1,343,0,0,1588,1588,24,24,4,4,0,51,51,0,10062
344,1,344,0,0,1625,1625,25,25,4,4,0,37,37,0,20125
345,1,345,0,0,1699,1699,26,26,4,4,0,74,74,0,7482
346,1,346,0,0,1783,1783,27,27,4,4,0,84,84,0,14964
347,1,347,0,0,1822,1822,28,28,4,4,0,39,39,0,29929
348,1,348,0,0,1900,1900,29,29,4,4,0,78,78,0,27091
349,1,349,0,0,1988,1988,31,31,4,4,0,88,88,0,21415
350,1,350,0,0,2049,2049,32,32,4,4,0,61,61,0,10062
351,1,351,0,0,2103,2103,32,32,4,4,0,54,54,0,20125
352,1,352,0,0,2142,2142,33,33,4,4,0,39,39,0,7482
353,1,353,0,0,2221,2221,34,34,4,4,0,79,79,0,14964
354,1,354,0,0,2309,2309,36,36,4,4,0,88,88,0,29929
355,1,355,0,0,2370,2370,37,37,4,4,0,61,61,0,27091
356,1,356,0,0,2425,2425,37,37,4,4,0,55,55,0,21415
357,1,357,0,0,2467,2467,38,38,4,4,0,42,42,0,10062
358,1,358,0,0,2550,2550,39,39,4,4,0,83,83,0,20125
359,1,359,0,0,2588,2588,40,40,4,4,0,38,38,0,7482
360,1,360,0,0,2665,2665,41,41,4,4,0,77,77,0,14964
361,1,361,0,0,2753,2753,43,43,4,4,0,88,88,0,29929
362,1,362,0,0,2805,2805,43,43,4,4,0,52,52,0,27091
363,1,363,0,0,2842,2842,44,44,4,4,0,37,37,0,21415
364,1,364,0,0,2917,2917,45,45,4,4,0,75,75,0,10062
365,1,365,0,0,3002,3002,46,46,4,4,0,85,85,0,20125
366,1,366,0,0,3044,3044,47,47,4,4,0,42,42,0,7482
367,1,367,0,0,3129,3129,48,48,4,4,0,85,85,0,14964
368,1,368,0,0,3171,3171,49,49,4,4,0,42,42,0,29929
369,1,369,0,0,3254,3254,50,50,2,2,0,83,83,1,27091
370,1,370,0,0,3292,3292,51,51,2,2,0,38,38,0,21415
371,1,371,0,0,3368,3368,52,52,2,2,0,76,76,0,10062
372,1,372,0,0,3456,3456,54,54,2,2,0,88,88,0,20125
373,1,373,0,0,3507,3507,54,54,2,2,0,51,51,0,7482
374,1,374,0,0,3543,3543,55,55,2,2,0,36,36,0,14964
375,1,375,0,0,3614,3614,56,56,2,2,0,71,71,0,29929
376,1,376,0,0,3692,3692,57,57,2,2,0,78,78,0,27091
377,1,377,0,0,3780,3780,59,59,2,2,0,88,88,0,21415
378,1,378,0,0,3841,3841,60,60,2,2,0,61,61,0,10062
379,1,379,0,0,3895,3895,60,60,2,2,0,54,54,0,20125
380,1,380,0,0,3934,3934,61,61,2,2,0,39,39,0,7482
381,1,381,0,0,4012,4012,62,62,2,2,0,78,78,0,14964
382,1,382,0,0,4095,4095,63,63,3,3,0,83,83,1,29929
383,1,383,0,0,65,65,1,1,4,4,0,4030,4030,1,27091
384,1,384,0,0,116,116,1,1,4,4,0,51,51,0,21415
385,1,385,0,0,152,152,2,2,4,4,0,36,36,0,10062
386,1,386,0,0,224,224,3,3,4,4,0,72,72,0,20125
387,1,387,0,0,304,304,4,4,4,4,0,80,80,0,7482
388,1,388,0,0,337,337,5,5,4,4,0,33,33,0,14964
389,1,389,0,0,402,402,6,6,4,4,0,65,65,0,29929
390,1,390,0,0,469,469,7,7,4,4,0,67,67,0,27091
391,1,391,0,0,538,538,8,8,4,4,0,69,69,0,21415
392,1,392,0,0,612,612,9,9,4,4,0,74,74,0,10062
393,1,393,0,0,697,697,10,10,4,4,0,85,85,0,20125
394,1,394,0,0,739,739,11,11,4,4,0,42,42,0,7482
395,1,395,0,0,822,822,12,12,4,4,0,83,83,0,14964
396,1,396,0,0,861,861,13,13,4,4,0,39,39,0,29929
397,1,397,0,0,938,938,14,14,4,4,0,77,77,0,27091
398,1,398,0,0,1026,1026,16,16,4,4,0,88,88,0,21415
399,1,399,0,0,1083,1083,16,16,4,4,0,57,57,0,10062
400,1,400,0,0,1126,1126,17,17,4,4,0,43,43,0,20125
401,1,401,0,0,1212,1212,18,18,4,4,0,86,86,0,7482
402,1,402,0,0,1257,1257,19,19,4,4,0,45,45,0,14964
403,1,403,0,0,1345,1345,21,21,4,4,0,88,88,0,29929
404,1,404,0,0,1399,1399,21,21,4,4,0,54,54,0,27091
405,1,405,0,0,1439,1439,22,22,4,4,0,40,40,0,21415
406,1,406,0,0,1518,1518,23,23,4,4,0,79,79,0,10062
407,1,407,0,0,1606,1606,25,25,4,4,0,88,88,0,20125
408,1,408,0,0,1669,1669,26,26,4,4,0,63,63,0,7482
409,1,409,0,0,1731,1731,27,27,4,4,0,62,62,0,14964
410,1,410,0,0,1791,1791,27,27,4,4,0,60,60,0,29929
411,1,411,0,0,1839,1839,28,28,4,4,0,48,48,0,27091
412,1,412,0,0,1927,1927,30,30,4,4,0,88,88,0,21415
413,1,413,0,0,1991,1991,31,31,4,4,0,64,64,0,10062
414,1,414,0,0,2054,2054,32,32,4,4,0,63,63,0,20125
415,1,415,0,0,2116,2116,33,33,4,4,0,62,62,0,7482
416,1,416,0,0,2177,2177,34,34,4,4,0,61,61,0,14964
417,1,417,0,0,2230,2230,34,34,4,4,0,53,53,0,29929
418,1,418,0,0,2268,2268,35,35,4,4,0,38,38,0,27091
419,1,419,0,0,2345,2345,36,36,4,4,0,77,77,0,21415
420,1,420,0,0,2433,2433,38,38,4,4,0,88,88,0,10062
421,1,421,0,0,2486,2486,38,38,4,4,0,53,53,0,20125
422,1,422,0,0,2525,2525,39,39,4,4,0,39,39,0,7482
423,1,423,0,0,2602,2602,40,40,4,4,0,77,77,0,14964
424,1,424,0,0,2690,2690,42,42,4,4,0,88,88,0,29929
425,1,425,0,0,2747,2747,42,42,4,4,0,57,57,0,27091
426,1,426,0,0,2791,2791,43,43,4,4,0,44,44,0,21415
427,1,427,0,0,2878,2878,44,44,4,4,0,87,87,0,10062
428,1,428,0,0,2924,2924,45,45,4,4,0,46,46,0,20125
429,1,429,0,0,3012,3012,47,47,4,4,0,88,88,0,7482
430,1,430,0,0,3072,3072,48,48,4,4,0,60,60,0,14964
431,1,431,0,0,3120,3120,48,48,4,4,0,48,48,0,29929
432,1,432,0,0,3152,3152,49,49,4,4,0,32,32,0,27091
433,1,433,0,0,3217,3217,50,50,2,2,0,65,65,1,21415
434,1,434,0,0,3283,3283,51,51,2,2,0,66,66,0,10062
435,1,435,0,0,3351,3351,52,52,2,2,0,68,68,0,20125
436,1,436,0,0,3423,3423,53,53,2,2,0,72,72,0,7482
437,1,437,0,0,3502,3502,54,54,2,2,0,79,79,0,14964
438,1,438,0,0,3590,3590,56,56,2,2,0,88,88,0,29929
439,1,439,0,0,3653,3653,57,57,2,2,0,63,63,0,27091
440,1,440,0,0,3714,3714,58,58,2,2,0,61,61,0,21415
441,1,441,0,0,3769,3769,58,58,2,2,0,55,55,0,10062
442,1,442,0,0,3811,3811,59,59,2,2,0,42,42,0,20125
443,1,443,0,0,3894,3894,60,60,2,2,0,83,83,0,7482
444,1,444,0,0,3933,3933,61,61,2,2,0,39,39,0,14964
445,1,445,0,0,4011,4011,62,62,2,2,0,78,78,0,29929
446,1,446,0,0,4095,4095,63,63,3,3,0,84,84,1,27091
447,1,447,0,0,61,61,0,0,1,1,0,4034,4034,1,21415
448,1,448,0,0,106,106,1,1,4,4,0,45,45,1,10062
449,1,449,0,0,194,194,3,3,4,4,0,88,88,0,20125
450,1,450,0,0,248,248,3,3,4,4,0,54,54,0,7482
451,1,451,0,0,288,288,4,4,4,4,0,40,40,0,14964
452,1,452,0,0,369,369,5,5,4,4,0,81,81,0,29929
453,1,453,0,0,403,403,6,6,4,4,0,34,34,0,27091
454,1,454,0,0,470,470,7,7,4,4,0,67,67,0,21415
455,1,455,0,0,541,541,8,8,4,4,0,71,71,0,10062
456,1,456,0,0,618,618,9,9,4,4,0,77,77,0,20125
457,1,457,0,0,706,706,11,11,4,4,0,88,88,0,7482
